5.71392,-0.646372,0,0,-0.866325,0.49948
5.66536,-0.7371,0,0,-0.856191,0.516659
5.62334,-0.837156,0,0,-0.808392,0.588645
5.60436,-0.943873,0,0,-0.724097,0.689698
5.61078,-1.04799,0,0,-0.643982,0.765041
5.62987,-1.14841,0,0,-0.627603,0.778534
5.6499,-1.27175,0,0,-0.660703,0.750647
5.65387,-1.38274,0,0,-0.712079,0.7021
5.64262,-1.48957,0,0,-0.754528,0.656268
5.62439,-1.59436,0,0,-0.761679,0.647955
5.60949,-1.70072,0,0,-0.742725,0.669596
5.5973,-1.80778,0,0,-0.734758,0.678329
5.58044,-1.91069,0,0,-0.735653,0.677358
5.56851,-2.03437,0,0,-0.733784,0.679382
5.55915,-2.14308,0,0,-0.732696,0.680556
5.54979,-2.25096,0,0,-0.732296,0.680986
5.53862,-2.36039,0,0,-0.732938,0.680295
5.5282,-2.46665,0,0,-0.731382,0.681968
5.51789,-2.57215,0,0,-0.730852,0.682536
5.51062,-2.67907,0,0,-0.73075,0.682645
5.5014,-2.78622,0,0,-0.730701,0.682698
5.49382,-2.89393,0,0,-0.730775,0.682619
5.48689,-3.00337,0,0,-0.731036,0.682338
5.48395,-3.11378,0,0,-0.729488,0.683994
5.47793,-3.2209,0,0,-0.729521,0.683959
5.47186,-3.32786,0,0,-0.729432,0.684053
5.46896,-3.43186,0,0,-0.728866,0.684656
5.46178,-3.55972,0,0,-0.728531,0.685013
5.45088,-3.66845,0,0,-0.747788,0.663938
5.43355,-3.77617,0,0,-0.764818,0.644247
5.41278,-3.88288,0,0,-0.760025,0.649894
5.40337,-3.98863,0,0,-0.743769,0.668437
5.3905,-4.11075,0,0,-0.739842,0.67278
5.37941,-4.21862,0,0,-0.740363,0.672207
5.36828,-4.32887,0,0,-0.740426,0.672138
5.35845,-4.43593,0,0,-0.743065,0.66922
5.34493,-4.54297,0,0,-0.749757,0.661713
5.33049,-4.65046,0,0,-0.752882,0.658156
5.31445,-4.75297,0,0,-0.758404,0.651785
5.2968,-4.85709,0,0,-0.763595,0.645695
5.27393,-4.96196,0,0,-0.787421,0.616416
5.23997,-5.06258,0,0,-0.822977,0.568074
5.19695,-5.15672,0,0,-0.858685,0.512505
5.14182,-5.24747,0,0,-0.878838,0.477121
5.08168,-5.33685,0,0,-0.887289,0.461214
5.01082,-5.41892,0,0,-0.912658,0.408723
4.9373,-5.49367,0,0,-0.931069,0.364844
4.85659,-5.56387,0,0,-0.942573,0.334001
4.77131,-5.62909,0,0,-0.950577,0.310489
4.66936,-5.70256,0,0,-0.959816,0.280631
4.5762,-5.75352,0,0,-0.977242,0.212127
4.47416,-5.79086,0,0,-0.988969,0.148126
4.36861,-5.82176,0,0,-0.988757,0.149534
4.26497,-5.85822,0,0,-0.979989,0.19905
4.14714,-5.90899,0,0,-0.977755,0.209751
4.04462,-5.9486,0,0,-0.986368,0.164552
3.94058,-5.98232,0,0,-0.989979,0.141211
3.83837,-6.01798,0,0,-0.987104,0.160079
3.73902,-6.05484,0,0,-0.982815,0.184593
3.63772,-6.08907,0,0,-0.988298,0.152536
3.53154,-6.11106,0,0,-0.993747,0.111654
3.40788,-6.14092,0,0,-0.993346,0.115169
3.3042,-6.16395,0,0,-0.992959,0.118462
3.20012,-6.18883,0,0,-0.992312,0.123759
3.09547,-6.21628,0,0,-0.989784,0.142572
2.99348,-6.24851,0,0,-0.986979,0.160849
2.87603,-6.29227,0,0,-0.98379,0.179322
2.77547,-6.33083,0,0,-0.983509,0.180861
2.67524,-6.3699,0,0,-0.983607,0.180328
2.57419,-6.40823,0,0,-0.9866,0.16316
2.4707,-6.44149,0,0,-0.986823,0.161806
2.37085,-6.47517,0,0,-0.985247,0.171136
2.27559,-6.50778,0,0,-0.984304,0.176479
2.17586,-6.53868,0,0,-0.982849,0.184414
